ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID	FORM	ALIGNMENT
2460	PS	to cough	*šˁl	ʃ ʕ l	(SED I No. 61ᵥ; Kogan 2011: 231)	1021	ʃʕl	^ ʃ ʕ l $
2461	Akkadian	to cough	saˀālu	s a ʔ aː l u	(CAD S 1, AHw. 999)	1021	saʔaːlu	^ s a ʔ aː l u $
2462	Akkadian	phlegm; cough with phlegm	suˀālu	s u ʔ aː l u	(CAD S 340, AHw. 1052)	1021	suʔaːlu	^ s u ʔ aː l u $
2463	Hebrew	(qal, hitp.) to cough	šˁl	ʃ ʕ l	(BY 7354)	1021	ʃʕl	^ ʃ ʕ l $
2464	Hebrew	cough	šiˁūl	ʃ i ʕ uː l	(BY 7348)	1021	ʃiʕuːl	^ ʃ i ʕ uː l $
2465	Syriac	to cough	šˁl	ʃ ʕ l	(LSyr. 793, SL 1583)	1021	ʃʕl	^ ʃ ʕ l $
2466	Syriac	cough	šˁālā, šˁōlā	ʃ ʕ aː l aː	(LSyr. 793, SL 1583)	1021	ʃʕaːlaː	^ ʃ ʕ aː l aː $
2467	Arabic	to cough	sˁl	s ʕ l	(BK 1 1093, Lane 1365)	1021	sʕl	^ s ʕ l $
2468	Arabic	cough	suˁāl	s u ʕ aː l	(BK 1 1093, Lane 1366)	1021	suʕaːl	^ s u ʕ aː l $
2469	Geez	to cough	saˁala	s a ʕ a l a	(CDG 481)	1021	saʕala	^ s a ʕ a l a $
2470	Geez	cough	saˁāl	s a ʕ aː l	(CDG 481)	1021	saʕaːl	^ s a ʕ aː l $
2471	PS	to fart, break wind audibly	*ṣ̂rṭ	ɬˤ r tˤ	(SED I No. 71ᵥ)	1023	ɬˤrtˤ	^ ɬˤ r tˤ $
2472	Akkadian	to fart	ṣarātu	sˤ a r aː t u	(CAD  Ṣ 107, AHw. 1085)	1023	sˤaraːtu	^ sˤ a r aː t u $
2473	Syriac	(pa.) to break wind	ˁrṭ	ʕ r tˤ	(LSyr. 54, SL 1137)	1023	ʕrtˤ	^ ʕ r tˤ $
2474	Syriac	stomach growling	ˁurṭē, ˁurṭāyā	ʕ u r tˤ eː	(LSyr. 548, SL 1087)	1023	ʕurtˤeː	^ ʕ u r tˤ eː $
2475	Arabic	to fart	ḍrṭ	dˤ r tˤ	(BK 2 22, Lane 1786)	1023	dˤrtˤ	^ dˤ r tˤ $
2476	PS	to break wind silently	*pšw	p ʃ w	(SED I No. 57ᵥ; Kogan 2011: 231)	1024	pʃw	^ p ʃ w $
2477	Arabic	pet	fissat-	f i s s a t	(BK 2 591)	1024	fissat-	^ f i s s a t - $
2478	Arabic	to emit a noiseless wind from one's anus	fsw	f s w	(Lane 2399)	1024	fsw	^ f s w $
2479	Geez	to break wind	fasawa	f a s a w a	(CDG 168)	1024	fasawa	^ f a s a w a $
2480	PS	to be rabid, mad	*šgˁ	ʃ g ʕ	(SED I No. 67ᵥ; Kogan 2011: 322)	1025	ʃgʕ	^ ʃ g ʕ $
2481	Akkadian	to rage, to be rabid	šegû	ʃ e g û	(CAD Š₂ 260, AHw. 1208)	1025	ʃegû	^ ʃ e g û $
2482	Hebrew	(pu., hitp.) to behave like a madman	šgˁ	ʃ g ʕ	(HALOT 1415)	1025	ʃgʕ	^ ʃ g ʕ $
2483	Arabic	mad	ˀašǯaˁ	ʔ a ʃ d ʒ a ʕ	(BK 1 1194, Lane 1509)	1025	ʔaʃdʒaʕ	^ ʔ a ʃ d ʒ a ʕ $
2484	PS	to bury	*ḳbr	qˤ b r	(Fronzaroli 1965b: 252, 263; Kogan 2011: 232)	1026	qˤbr	^ qˤ b r $
2485	Akkadian	to bury	ḳebēru	qˤ e b eː r u	(CAD Q 201, AHw. 912)	1026	qˤebeːru	^ qˤ e b eː r u $
2486	Ugaritic	to bury	ḳbr	qˤ b r	(DUL 692)	1026	qˤbr	^ qˤ b r $
2487	Hebrew	to bury	ḳbr	qˤ b r	(HALOT 1064)	1026	qˤbr	^ qˤ b r $
2488	Syriac	to bury	ḳbr	qˤ b r	(LSyr. 644, SL 1313)	1026	qˤbr	^ qˤ b r $
2489	Arabic	to bury	qbr	q b r	(Lane 2480)	1026	qbr	^ q b r $
2490	Geez	to bury	ḳabara	qˤ a b a r a	(CDG 419)	1026	qˤabara	^ qˤ a b a r a $
2491	PS	to be strong	*gbr	g b r	(CDG 179; Kogan 2011: 233)	1029	gbr	^ g b r $
2492	PS	male	*ḏakar-	ð a k a r	(Fronzaroli 1964: 19, 37, 50; Kogan 2011: 234)	1031	ðakar-	^ ð a k a r - $
2493	Akkadian	man, male	zikaru	z i k a r u	(CAD Z 110, AHw. 1526)	1031	zikaru	^ z i k a r u $
2494	Ugaritic	male animal	dkr	d k r	(DUL 269)	1031	dkr	^ d k r $
2495	Hebrew	man, male	zākār	z aː k aː r	(HALOT 270)	1031	zaːkaːr	^ z aː k aː r $
2496	Syriac	male, masculine animal; ram; penis; arsenic	dekrā	d e k r aː	(LSyr. 153, SL 302)	1031	dekraː	^ d e k r aː $
2497	Arabic	male; penis	ḏakar-	ð a k a r	(Lane 969)	1031	ðakar-	^ ð a k a r - $
2498	PS	daughter-in-law; bride	*kall-at-	k a l l a t	(Kogan 2011: 236)	1034	kall-at-	^ k a l l - a t - $
2499	Akkadian	daughterinlaw, wife of a son living in his father's household, bride, sisterinlaw	kallatu	k a l l a t u	(CAD K 79, AHw. 426)	1034	kallatu	^ k a l l a t u $
2500	Ugaritic	daughterinlaw, bride	klt	k l t	(DUL 441)	1034	klt	^ k l t $
2501	Hebrew	???	kallā	k a l l aː	(HALOT 478)	1034	kallaː	^ k a l l aː $
2502	Syriac	daughterinlaw, bride	kaltā	k a l t aː	(LSyr. 326, SL 628)	1034	kaltaː	^ k a l t aː $
2503	Arabic	daughterinlaw, sisterinlaw	kannat-	k a n n a t	(WKAS K 372)	1034	kannat-	^ k a n n a t - $
2504	PS	widow	*ˀalman-at-	ʔ a l m a n a t	(Kogan 2011: 236)	1037	ʔalman-at-	^ ʔ a l m a n - a t - $
2505	Akkadian	widow	almattu	a l m a t t u	(CAD A₁ 362, AHw. 38)	1037	almattu	^ a l m a t t u $
2506	Ugaritic	widow	ˀalmnt	ʔ a l m n t	(DUL 58)	1037	ʔalmnt	^ ʔ a l m n t $
2507	Hebrew	widow	ˀalmānā	ʔ a l m aː n aː	(HALOT 58)	1037	ʔalmaːnaː	^ ʔ a l m aː n aː $
2508	Syriac	widow	ˀarmaltā	ʔ a r m a l t aː	(LSyr. 735, SL 102)	1037	ʔarmaltaː	^ ʔ a r m a l t aː $
2509	Arabic	widow	ˀarmalat-	ʔ a r m a l a t	(Lane 1160)	1037	ʔarmalat-	^ ʔ a r m a l a t - $
2510	PS	maidservant	*ˀam-at-	ʔ a m a t	(Kogan 2011: 237)	1038	ʔam-at-	^ ʔ a m - a t - $
2511	Akkadian	slave girl, servant girl	amtu	a m t u	(CAD A₂ 80, AHw. 45)	1038	amtu	^ a m t u $
2512	Ugaritic	maidservant	ˀamt	ʔ a m t	(DUL 74)	1038	ʔamt	^ ʔ a m t $
2513	Hebrew	maidservant	ˀāmā	ʔ aː m aː	(HALOT 61)	1038	ʔaːmaː	^ ʔ aː m aː $
2514	Syriac	maidservant	ˀamtā	ʔ a m t aː	(LSyr. 24, SL 58)	1038	ʔamtaː	^ ʔ a m t aː $
2515	Arabic	maidservant	ˀamat-	ʔ a m a t	(Lane 103)	1038	ʔamat-	^ ʔ a m a t - $
2516	Geez	maidservant	ˀamat	ʔ a m a t	(CDG 26)	1038	ʔamat	^ ʔ a m a t $
2517	PS	to hire	*ˀgr	ʔ g r	(Kogan 2011: 237)	1040	ʔgr	^ ʔ g r $
2518	Arabic	to hire; to be hired	ˀǯr	ʔ d ʒ r	(Lane 23)	1040	ʔdʒr	^ ʔ d ʒ r $
2519	PS	to own	*bˁl	b ʕ l	(Kogan 2011: 237)	1041	bʕl	^ b ʕ l $
2520	Akkadian	subjects	baˀˀulātu	b a ʔ ʔ u l aː t u	(CAD B 184, AHw 96, EDA I 86)	1041	baʔʔulaːtu	^ b a ʔ ʔ u l aː t u $
2521	Akkadian	to rule	beˀālu, bêlu, peˀālu, pêlu	b e ʔ aː l u	(CAD B 199, AHw 120)	1041	beʔaːlu	^ b e ʔ aː l u $
2522	Akkadian	capital	beˀˀulātu, bûlātu	b e ʔ ʔ u l aː t u	(CAD B 215, AHw. 124)	1041	beʔʔulaːtu	^ b e ʔ ʔ u l aː t u $
2523	Akkadian	herd of cattle, sheep, or horses	būlu	b uː l u	(CAD B 313, AHw. 137)	1041	buːlu	^ b uː l u $
2524	Ugaritic	lady	bˁlt	b ʕ l t	(DUL 208)	1041	bʕlt	^ b ʕ l t $
2525	Hebrew	mistress	baˁălā	b a ʕ ă l aː	(HALOT 145)	1041	baʕălaː	^ b a ʕ ă l aː $
2526	Arabic	wife	baˁlat-	b a ʕ l a t	(Lane 228)	1041	baʕlat-	^ b a ʕ l a t - $
2527	Geez	mistress of the house	bāˁəlt	b aː ʕ ə l t	(CDG 84)	1041	baːʕəlt	^ b aː ʕ ə l t $
2528	PS	to be sated	*ŝbˁ	ɬ b ʕ	(Kogan 2011: 237)	1043	ɬbʕ	^ ɬ b ʕ $
2529	Akkadian	to become sated	šebû	ʃ e b û	(CAD Š₂ 251, AHw. 1207)	1043	ʃebû	^ ʃ e b û $
2530	Ugaritic	sich sättigen	šbˁ	ʃ b ʕ	(WUS 300)	1043	ʃbʕ	^ ʃ b ʕ $
2531	Hebrew	to eat one's fill	ŝbˁ	ɬ b ʕ	(HALOT 1303)	1043	ɬbʕ	^ ɬ b ʕ $
2532	Syriac	to be sated, have one`s fill	sbˁ	s b ʕ	(LSyr. 456, SL 963)	1043	sbʕ	^ s b ʕ $
2533	Arabic	to be, become satiated	šbˁ	ʃ b ʕ	(Lane 1496, BK 1 1184)	1043	ʃbʕ	^ ʃ b ʕ $
2534	PS	to be thirsty	*ṯ̣mˀ	θˤ m ʔ	(SED I No. 79ᵥ; Kogan 2011: 237)	1044	θˤmʔ	^ θˤ m ʔ $
2535	Akkadian	to be thirsty	ṣamû	sˤ a m û	(CAD Ṣ 95, AHw. 1081)	1044	sˤamû	^ sˤ a m û $
2536	Ugaritic	to be thirsty	γmˀ	ɣ m ʔ	(DLU 158)	1044	ɣmʔ	^ ɣ m ʔ $
2537	Ugaritic	to be thirsty	ṯ̣mˀ	θˤ m ʔ	(WUS 272)	1044	θˤmʔ	^ θˤ m ʔ $
2538	Hebrew	to be thirsty	ṣmˀ	sˤ m ʔ	(HALOT 1032)	1044	sˤmʔ	^ sˤ m ʔ $
2539	Arabic	to be thirsty	ḏ̣mˀ	ðˤ m ʔ	(BK 2 142, Lane 1923)	1044	ðˤmʔ	^ ðˤ m ʔ $
2540	Geez	to be thirsty	ṣamˀa	sˤ a m ʔ a	(CDG 557)	1044	sˤamʔa	^ sˤ a m ʔ a $
2541	PS	to sip, to absorb	*ŝrb	ɬ r b	(Fronzaroli 1971: 607, 630, 638–639; Kogan 2011: 238)	1046	ɬrb	^ ɬ r b $
2542	Akkadian	to sip	sarāpu	s a r aː p u	(CAD S 172, AHw. 1028)	1046	saraːpu	^ s a r aː p u $
2543	Hebrew	to sip, to absorb	ŝrp	ɬ r p	(Jastrow 1632)	1046	ɬrp	^ ɬ r p $
2544	Syriac	to sip, to absorb	srp	s r p	(LSyr. 500, SL 1049)	1046	srp	^ s r p $
2545	Arabic	to drink	šrb	ʃ r b	(Lane 1525)	1046	ʃrb	^ ʃ r b $
2546	Geez	to sip, to absorb	ŝrb	ɬ r b	(CDG 533)	1046	ɬrb	^ ɬ r b $
2547	PS	to taste, to be tasty	*ṭˁm	tˤ ʕ m	(Fronzaroli 1971: 607, 630; Kogan 2011: 238)	1047	tˤʕm	^ tˤ ʕ m $
2548	Akkadian	thought, reason, plan	ṭēmu	tˤ eː m u	(CAD Ṭ 85, AHw. 1385)	1047	tˤeːmu	^ tˤ eː m u $
2549	Hebrew	to taste	ṭˁm	tˤ ʕ m	(HALOT 377)	1047	tˤʕm	^ tˤ ʕ m $
2550	Syriac	to taste	ṭˁm	tˤ ʕ m	(LSyr. 283, SL 542)	1047	tˤʕm	^ tˤ ʕ m $
2551	Arabic	to taste	ṭˁm	tˤ ʕ m	(Lane 1853)	1047	tˤʕm	^ tˤ ʕ m $
2552	Geez	to taste	ṭˁm	tˤ ʕ m	(CDG 583)	1047	tˤʕm	^ tˤ ʕ m $
2553	PS	to be bitter	*mrr	m r r	(Bulakh 2005: 336–340; Kogan 2011: 238)	1048	mrr	^ m r r $
2554	Akkadian	to be bitter	marāru	m a r aː r u	(CAD M₁ 267, AHw. 609)	1048	maraːru	^ m a r aː r u $
2555	Ugaritic	bitter	mr	m r	(DUL 569)	1048	mr	^ m r $
2556	Hebrew	to be bitter	mar	m a r	(HALOT 638)	1048	mar	^ m a r $
2557	Syriac	to be bitter	mrr	m r r	(LSyr. 400, SL 838)	1048	mrr	^ m r r $
2558	Arabic	to be bitter	mrr	m r r	(LA 5 195, Lane 2699)	1048	mrr	^ m r r $
2559	Geez	to be bitter	marara	m a r a r a	(CDG 360)	1048	marara	^ m a r a r a $
2560	PS	to be sweet	*mṭḳ, mtḳ	m tˤ qˤ	(Kogan 2011: 239)	1049	mtˤqˤ	^ m tˤ qˤ $
2561	Akkadian	to be sweet	matāḳu	m a t aː qˤ u	(CAD M₁ 405, AHw. 632)	1049	mataːqˤu	^ m a t aː qˤ u $
2562	Ugaritic	sweet	mtḳ	m t qˤ	(DUL 601)	1049	mtqˤ	^ m t qˤ $
2563	Hebrew	to be sweet	mtḳ	m t qˤ	(HALOT 655)	1049	mtqˤ	^ m t qˤ $
2564	Syriac	to suck	mtḳ	m t qˤ	(LSyr. 410, SL 874)	1049	mtqˤ	^ m t qˤ $
2565	Arabic	V. to smack one’s lips	mṭq	m tˤ q	(Lane 3021)	1049	mtˤq	^ m tˤ q $
2566	Geez	to be sweet	mäṭṭäḳä	m æ tˤ tˤ æ qˤ æ	(WTS 143)	1049	mætˤtˤæqˤæ	^ m æ tˤ tˤ æ qˤ æ $
2567	Geez	sweet	məṭuḳ	m ə tˤ u qˤ	(CDG 340)	1049	mətˤuqˤ	^ m ə tˤ u qˤ $
2568	PS	to be sour	*ḥmṣ̂	ħ m ɬˤ	(Fronzaroli 1971: 623, 635, 641; Kogan 2011: 239)	1050	ħmɬˤ	^ ħ m ɬˤ $
2569	Akkadian	to be sour	emēṣu	e m eː sˤ u	(AHw. 214)	1050	emeːsˤu	^ e m eː sˤ u $
2570	Ugaritic	vinegar	ḥmṣ	ħ m sˤ	(DUL 364)	1050	ħmsˤ	^ ħ m sˤ $
2571	Hebrew	to be leavened	ḥmṣ	ħ m sˤ	(HALOT 329)	1050	ħmsˤ	^ ħ m sˤ $
2572	Hebrew	vinegar	ḥōmäṣ	ħ oː m æ sˤ	(HALOT 329)	1050	ħoːmæsˤ	^ ħ oː m æ sˤ $
2573	Syriac	to ferment, rise	ḥmˁ	ħ m ʕ	(LSyr. 240, SL 466)	1050	ħmʕ	^ ħ m ʕ $
2574	Arabic	to be sour	ḥmḍ	ħ m dˤ	(Lane 644)	1050	ħmdˤ	^ ħ m dˤ $
2575	PS	to draw water	*šˀb	ʃ ʔ b	(Fronzaroli 1971: 611, 631, 639; Kogan 2011: 239)	1053	ʃʔb	^ ʃ ʔ b $
2576	Akkadian	to draw water	sâbu	s â b u	(CAD S 9, AHw. 1000)	1053	sâbu	^ s â b u $
2577	Ugaritic	to draw water	šˀb	ʃ ʔ b	(DUL 794)	1053	ʃʔb	^ ʃ ʔ b $
2578	Hebrew	to draw water	šˀb	ʃ ʔ b	(HALOT 1367)	1053	ʃʔb	^ ʃ ʔ b $
2579	Arabic	to be satisfied with drinking	sˀb	s ʔ b	(Lane 1281)	1053	sʔb	^ s ʔ b $
2580	Arabic	receptacle for liquids	saˀb-	s a ʔ b	(Lane 1281)	1053	saʔb-	^ s a ʔ b - $
2581	Geez	to drag, pull	saˀaba	s a ʔ a b a	(CDG 480)	1053	saʔaba	^ s a ʔ a b a $
2582	PS	to draw water with a bucket	*dlw	d l w	(Fronzaroli 1971: 611, 631, 640; Kogan 2011: 239)	1054	dlw	^ d l w $
2583	Akkadian	to draw water from a well	dalû	d a l û	(CAD D 56, AHw. 155)	1054	dalû	^ d a l û $
2584	Hebrew	to draw water with a bucket	dlw	d l w	(HALOT 222)	1054	dlw	^ d l w $
2585	Syriac	to draw water; to pull out	dly	d l y	(LSyr. 154, SL 304)	1054	dly	^ d l y $
2586	Arabic	to draw water with a bucket	dlw	d l w	(Lane 908)	1054	dlw	^ d l w $
2587	PS	bucket	*dalw-	d a l w	(Fronzaroli 1971: 611, 631, 640; Kogan 2011: 239)	1055	dalw-	^ d a l w - $
2588	Akkadian	bucket	dālu	d aː l u	(CAD D 56, AHw. 155)	1055	daːlu	^ d aː l u $
2589	Hebrew	bucket	dəlī	d ə l iː	(HALOT 222)	1055	dəliː	^ d ə l iː $
2590	Syriac	water bucket	dawlā	d a w l aː	(LSyr. 145, SL 282)	1055	dawlaː	^ d a w l aː $
2591	Arabic	bucket	dalw-	d a l w	(Lane 908)	1055	dalw-	^ d a l w - $
2592	PS	clarified butter	*ḫimˀ-at-	x i m ʔ a t	(Fronzaroli 1971: 622, 634, 641;  Sima 2000: 240; Kogan 2011: 240)	1058	ximʔ-at-	^ x i m ʔ - a t - $
2593	Akkadian	clarified butter	ḫimētu	x i m eː t u	(CAD Ḫ 189, AHw. 346)	1058	ximeːtu	^ x i m eː t u $
2594	Ugaritic	clarified butter	ḫmˀat	x m ʔ a t	(DUL 395)	1058	xmʔat	^ x m ʔ a t $
2595	Hebrew	clarified butter	ḥämˀā	ħ æ m ʔ aː	(HALOT 325)	1058	ħæmʔaː	^ ħ æ m ʔ aː $
2596	Syriac	clarified butter	ḥewtā	ħ e w t aː	(LSyr. 208, SL 402)	1058	ħewtaː	^ ħ e w t aː $
2597	PS	butter; cream	*laš(a)d-	l a ʃ d	(Fronzaroli 1971: 622; Kogan 2011: 240)	1059	laʃd-	^ l a ʃ d - $
2598	Akkadian	cream	lišdu	l i ʃ d u	(CAD L 215, AHw. 552)	1059	liʃdu	^ l i ʃ d u $
2599	Geez	butter	lasd	l a s d	(CDG 318)	1059	lasd	^ l a s d $
2600	PS	alcoholic drink	*šikar-	ʃ i k a r	(Fronzaroli 1971: 613, 632; Kogan 2011: 241)	1062	ʃikar-	^ ʃ i k a r - $
2601	Akkadian	an alcoholic drink, beer	šikaru	ʃ i k a r u	(CAD Š₂ 420, AHw. 1232)	1062	ʃikaru	^ ʃ i k a r u $
2602	Hebrew	alcoholic drink	šēkār	ʃ eː k aː r	(HALOT 501)	1062	ʃeːkaːr	^ ʃ eː k aː r $
2603	Syriac	intoxicating drink not made from grapes	šakrā	ʃ a k r aː	(LSyr. 777, SL 1559)	1062	ʃakraː	^ ʃ a k r aː $
2604	Arabic	alcoholic drink	sakar-	s a k a r	(Lane 1391)	1062	sakar-	^ s a k a r - $
2605	PS	to become inebriated	*škr	ʃ k r	(Kogan 2011: 241)	1063	ʃkr	^ ʃ k r $
2606	Akkadian	to become inebriated	šakāru	ʃ a k aː r u	(CAD Š₁ 157, AHw. 1139)	1063	ʃakaːru	^ ʃ a k aː r u $
2607	Ugaritic	to become inebriated	škr	ʃ k r	(DUL 816)	1063	ʃkr	^ ʃ k r $
2608	Hebrew	to become inebriated	škr	ʃ k r	(HALOT 1500)	1063	ʃkr	^ ʃ k r $
2609	Syriac	to become intoxicated	škr	ʃ k r	(LSyr. 777, SL 1559)	1063	ʃkr	^ ʃ k r $
2610	Arabic	to become inebriated	skr	s k r	(Lane 1390)	1063	skr	^ s k r $
2611	Geez	to become inebriated	sakra	s a k r a	(CDG 497)	1063	sakra	^ s a k r a $
2612	PS	to grind	*ṭḥn	tˤ ħ n	(Fronzaroli 1971: 618, 633, 640; Sima 2000: 200; Kogan 2011: 241)	1064	tˤħn	^ tˤ ħ n $
2613	Akkadian	to grind into flour	ṭênu	tˤ ê n u	(CAD Ṭ 98, AHw. 1387)	1064	tˤênu	^ tˤ ê n u $
2614	Ugaritic	to grind	ṭḥn	tˤ ħ n	(DUL 888)	1064	tˤħn	^ tˤ ħ n $
2615	Hebrew	to grind	ṭḥn	tˤ ħ n	(HALOT 374)	1064	tˤħn	^ tˤ ħ n $
2616	Syriac	to grind	ṭḥn	tˤ ħ n	(LSyr. 272, SL 523)	1064	tˤħn	^ tˤ ħ n $
2617	Arabic	to grind	ṭḥn	tˤ ħ n	(Lane 1831)	1064	tˤħn	^ tˤ ħ n $
2618	Geez	flour	ṭəḥn	tˤ ə ħ n	(CDG 590)	1064	tˤəħn	^ tˤ ə ħ n $
2619	PS	to sieve	*npy	n p y	(Fronzaroli 1971: 618, 633, 640; Kogan 2011: 242)	1065	npy	^ n p y $
2620	Akkadian	to sift	napû	n a p û	(CAD N₁ 327, AHw. 742)	1065	napû	^ n a p û $
2621	Hebrew	sieve	nāpā	n aː p aː	(HALOT 708)	1065	naːpaː	^ n aː p aː $
2622	Hebrew	(pi.) to fan, winnow, sift	npy	n p y	(Jastrow 923)	1065	npy	^ n p y $
2623	Syriac	dirt	nfātā	n f aː t aː	(LSyr. 435, SL 938)	1065	nfaːtaː	^ n f aː t aː $
2624	Arabic	kind of sieve made of palm leaves	nafiyy-	n a f i y y	(TA 40 119)	1065	nafiyy-	^ n a f i y y - $
2625	Geez	to fan, winnow, sift	nafaya	n a f a y a	(CDG 390)	1065	nafaya	^ n a f a y a $
2626	PS	to sieve	*nḫl	n x l	(Fronzaroli 1969: 11, 27, 34; Kogan 2011: 242)	1066	nxl	^ n x l $
2627	Akkadian	to sift	naḫālu	n a x aː l u	(CAD N₁ 125, AHw. 712)	1066	naxaːlu	^ n a x aː l u $
2628	Syriac	to sift; to sprinkle	nḥl	n ħ l	(LSyr. 423, SL 907)	1066	nħl	^ n ħ l $
2629	Arabic	to sieve	nḫl	n x l	(Lane 3029)	1066	nxl	^ n x l $
2630	PS	flour	*ḳamḥ-	qˤ a m ħ	(Fronzaroli 1971: 618, 633, 640; Kogan 2011: 242)	1067	qˤamħ-	^ qˤ a m ħ - $
2631	Akkadian	flour	ḳēmu	qˤ eː m u	(CAD Q 204, AHw. 913)	1067	qˤeːmu	^ qˤ eː m u $
2632	Ugaritic	flour	ḳmḥ	qˤ m ħ	(DUL 702)	1067	qˤmħ	^ qˤ m ħ $
2633	Hebrew	flour	ḳämaḥ	qˤ æ m a ħ	(HALOT 1107)	1067	qˤæmaħ	^ qˤ æ m a ħ $
2634	Syriac	flour	ḳamḥā	qˤ a m ħ aː	(LSyr. 671, SL 1337)	1067	qˤamħaː	^ qˤ a m ħ aː $
2635	Arabic	wheat	qamḥ-	q a m ħ	(Lane 2561)	1067	qamħ-	^ q a m ħ - $
2636	Geez	fruit, yield	ḳamḥ	qˤ a m ħ	(CDG 431)	1067	qˤamħ	^ qˤ a m ħ $
2637	PS	to knead	*lwš	l w ʃ	(Fronzaroli 1971: 619, 633, 640–641; Kogan 2011: 242)	1068	lwʃ	^ l w ʃ $
2638	Akkadian	to knead	lâšu	l â ʃ u	(CAL L 110, AHw. 540)	1068	lâʃu	^ l â ʃ u $
2639	Hebrew	to knead	lwš	l w ʃ	(HALOT 525)	1068	lwʃ	^ l w ʃ $
2640	Syriac	to knead	lwš	l w ʃ	(LSyr. 362, SL 681)	1068	lwʃ	^ l w ʃ $
2641	Arabic	to roll a morsel of food in melted fat	lwṯ	l w θ	(Lane 2678)	1068	lwθ	^ l w θ $
2642	Geez	to knead	losa	l o s a	(CDG 321)	1068	losa	^ l o s a $
2643	PS	to bake	*ˀpy	ʔ p y	(Fronzaroli 1971: 619, 634, 641; Kogan 2011: 242)	1069	ʔpy	^ ʔ p y $
2644	Akkadian	to bake	epû	e p û	(CAD E 247, AHw. 231)	1069	epû	^ e p û $
2645	Ugaritic	to bake	ˀapy	ʔ a p y	(DUL 92)	1069	ʔapy	^ ʔ a p y $
2646	Hebrew	to bake	ˀāpā	ʔ aː p aː	(HALOT 78)	1069	ʔaːpaː	^ ʔ aː p aː $
2647	Syriac	to bake	ˀfy	ʔ f y	(LSyr. 39, SL 85)	1069	ʔfy	^ ʔ f y $
2648	Arabic	baking tray	mīfaⁿ	m iː f a	(LA 15 467)	1069	miːfa	^ m iː f a $
2649	Geez	baked	ˀəfuy	ʔ ə f u y	(EDG 10)	1069	ʔəfuy	^ ʔ ə f u y $
2650	PS	to boil, cook	*šlḳ	ʃ l qˤ	(Fronzaroli 1971: 626, 636; Kogan 2011: 242)	1070	ʃlqˤ	^ ʃ l qˤ $
2651	Akkadian	to boil, cook	salāḳu	s a l aː qˤ u	(CAD S 92, AHw. 1014)	1070	salaːqˤu	^ s a l aː qˤ u $
2652	Hebrew	to boil, cook	šlḳ	ʃ l qˤ	(Jastrow 1588)	1070	ʃlqˤ	^ ʃ l qˤ $
2653	Syriac	to boil, cook	šlḳ	ʃ l qˤ	(LSyr. 784, SL 1569)	1070	ʃlqˤ	^ ʃ l qˤ $
2654	Arabic	to boil, cook	slq	s l q	(Lane 1410)	1070	slq	^ s l q $
2655	PS	to be cooked, ready, ripe	*bšl	b ʃ l	(Fronzaroli 1971: 626, 636, 642; Kogan 2011: 242)	1071	bʃl	^ b ʃ l $
2656	Akkadian	to boil, to roast	bašālu	b a ʃ aː l u	(CAD B 135, AHw. 111)	1071	baʃaːlu	^ b a ʃ aː l u $
2657	Ugaritic	to boil, cook	bšl	b ʃ l	(DUL 242)	1071	bʃl	^ b ʃ l $
2658	Hebrew	boil, seethe, grow ripe	bāšal	b aː ʃ a l	(HALOT 164)	1071	baːʃal	^ b aː ʃ a l $
2659	Hebrew	to grow ripe; to boil	bšl	b ʃ l	(HALOT 164)	1071	bʃl	^ b ʃ l $
2660	Syriac	to ripen	bšl	b ʃ l	(LSyr. 99, SL 195)	1071	bʃl	^ b ʃ l $
2661	Arabic	IV. to boil unripe dates	bsl	b s l	(TA 28 84)	1071	bsl	^ b s l $
2662	Geez	to be cooked, ready, ripe	basala	b a s a l a	(CDG 109)	1071	basala	^ b a s a l a $
2663	PS	eagle	*γVrVn-	ɣ r n	(SED II No. 90)	1075	ɣ-r-n-	^ ɣ - r - n - $
2664	Akkadian	eagle	urinnu	u r i n n u	(CAD U–W 226, AHw. 1430)	1075	urinnu	^ u r i n n u $
2665	Arabic	aigle (eagle)	γaran-	ɣ a r a n	(BK 2 461)	1075	ɣaran-	^ ɣ a r a n - $
2666	PS	kind of insect	*ḫVnz(i/u)z-	x n z z	(SED II No. 112)	1076	x-nzz-	^ x - n z z - $
2667	Akkadian	a green winged insect; a bird	ḫanzizītu	x a n z i z iː t u	(CAD Ḫ 83, AHw. 321)	1076	xanziziːtu	^ x a n z i z iː t u $
2668	Arabic	mouche qui s'attaque au chameau, s'introduit dans son nez et le tourmente (fly that attacks the camel, gets into its nose and torments it)	ḫunzuwānat-	x u n z u w aː n a t	(BK 1 639)	1076	xunzuwaːnat-	^ x u n z u w aː n a t - $
2669	PS	ram	*ka/irr-	k a	(SED II No. 118)	1077	ka	^ k a $
2670	Akkadian	a breed of sheep(?)	kirru	k i r r u	(CAD K 410, AHw. 468)	1077	kirru	^ k i r r u $
2671	Ugaritic	ram	kr	k r	(DUL 454)	1077	kr	^ k r $
2672	Hebrew	(young) ram	kar	k a r	(HALOT 496)	1077	kar	^ k a r $
2673	PS	kind of insect	*mVn(Vn)-	m n	(SED II No. 152)	1078	m-n-	^ m - n - $
2674	Akkadian	caterpillar	mūnu	m uː n u	(CAD M₂ 207, AHw. 673)	1078	muːnu	^ m uː n u $
