NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
5622	to enter, to set (sun)	749	ENTER	verb
5623	to return home, to live, to reside	1422	BE ALIVE	verb
5624	to enter, to come in	749	ENTER	verb
5625	entrer, se coucher (soleil)			
5626	to be massive, solid	3003	SOLID	adjective
5627	to coagulate; to form, shape	3747	SHAPE	noun
5628	to create			
5629	big, thick, coarse	1202	BIG	adjective
5630	great company of men			
5631	to gather booty			
5632	to be curved, bowed, hunchback	99	HUNCHBACK	noun
5633	to move in circle, to turn, to dance	1879	DANCE	verb
5634	to form a circle			
5635	to go round			
5636	to dance (and sing)	1879	DANCE	verb
5637	dance	1879	DANCE	verb
5638	a traditional dance beginning with the participants forming a circle			
5639	to wander, tour around	3666	WANDER	verb
5640	to dwell together, to be a neighbour			
5641	to lodge, to take refuge, to be protected			
5642	protected, guest, foreigner	1782	GUEST	noun
5643	protected citizen, stranger	791	STRANGER	noun
5644	to dwell as alien			
5645	foreign, alien; stranger, foreigner	791	STRANGER	noun
5646	neighbour	1332	NEIGHBOUR	noun
5647	master, lord; buisiness partner	383	MASTER	noun
5648	piece	594	PIECE	noun
5649	decree, resolution			
5650	to form, fashion; to cut; to excise	1432	CUT	verb
5651	to circumcise			
5652	to slaughter for a bride			
5653	to choke	129	CHOKE	verb
5654	II. to gobble (food)			
5655	to choke on something stuck in the throat			
5656	to choke on something			
5657	inner room, living quarters			
5658	room, chamber	1450	ROOM	noun
5659	dark room			
5660	a chamber that conceals a person			
5661	chamber			
5662	trading stall			
5663	to dwell, to reside	363	DWELL (LIVE, RESIDE)	verb
5664	to put up a sunshade, shelter, tent	1316	TENT	noun
5665	cave used as a house or pen	794	PEN	noun
5666	to be wise	698	WISE	adjective
5667	to know; to become wise; to be able; to understand	3626	KNOW	verb
5668	to give judgment; to order, to decree; to be wise; to prevent, to restrain, to withold from evil	1128	ORDER	verb
5669	settlement of dispute			
5670	to restrain			
5671	palate, throat	1346	THROAT	noun
5672	palate, soft palate	540	PALATE	noun
5673	to munch, to chew, to eat	1336	EAT	verb
5674	gum and palate			
5675	gum and all the palate			
5676	palate and uvula			
5677	to forbid	83	FORBID	verb
5678	(hip.) to put under a ban			
5679	(ap.) to consecrate, devote			
5680	to be forbidden, prohibited			
5681	to put under restraint			
5682	proclamer sacré (to proclaim sacred)			
5683	to be forbidden			
5684	to repent; to swear not to do something	1875	REGRET	verb
5685	to bring disaster by doing something forbidden			
5686	to gather firewood			
5687	woodcutter			
5688	to collect firewood			
5689	to cut wood, to split wood; to gather wood			
5690	to fetch, collect firewood	3551	FETCH	verb
5691	to fetch wood			
5692	strength, vigour	202	STRENGTH	noun
5693	power	2526	POWER	noun
5694	strength, force, power, vigor	202	STRENGTH	noun
5695	strength, power, might	202	STRENGTH	noun
5696	power, might	2526	POWER	noun
5697	resources, means, aid			
5698	power, strength	202	STRENGTH	noun
5699	to hide	2486	HIDE	verb
5700	to hide, cover, conceal	2486	HIDE	verb
5701	to hide, to conceal	2486	HIDE	verb
5702	to hide, conceal	2486	HIDE	verb
5703	hide, conceal	602	HIDE (CONCEAL)	verb
5704	to pass by, to leave behind, to replace	558	PASS BY	verb
5705	substitute			
5706	type of cloak or cape	1662	CAPE	noun
5707	to pass on, to pass away; (hip.) to change, to substitute	1264	CHANGE	verb
5708	to change, alter completely; to substitute; to be different, successive	1264	CHANGE	verb
5709	to follow, to succeed	1085	FOLLOW	verb
5710	to pass by	558	PASS BY	verb
5711	to succeed, to come after	1112	SUCCEED	verb
5712	to take the place of someone			
5713	to follow, to replace	1085	FOLLOW	verb
5714	to be deficient; to lose	1660	LOSE	verb
5715	to fail, to be missing	3861	FAIL	verb
5716	to decrease	2864	DECREASE	verb
5717	to be wanting, decrease; to perish; to lose	1660	LOSE	verb
5718	to suffer loss or diminution			
5719	payer le prix (to pay the price)			
5720	to be disgraced; to be wasted			
5721	to pay a brideprice			
5722	to lose; to pay a brideprice	1660	LOSE	verb
5723	to dig, drive in	1418	DIG	verb
5724	hollow out, dig	1418	DIG	verb
5725	to dig, to dredge	1418	DIG	verb
5726	dig, make holes	1418	DIG	verb
5727	to be (stable), have	773	HAVE	verb
5728	to be, take place, occur	1579	BE	verb
5729	to be, become, exist	1579	BE	verb
5730	to face, to be in front of	1560	FACE	noun
5731	(pi.) to accept, to receive	694	GET	verb
5732	to go towards, meet; to oppose, be in front	1831	MEET	verb
5733	to receive, to accept	694	GET	verb
5734	to accept	3898	ACCEPT	verb
5735	during			
5736	to receive	694	GET	verb
5737	to go out to meet, to approach, to receive	1778	APPROACH	verb
5738	to come forward, to arrive	1387	ARRIVE	verb
5739	to be opposite to			
5740	voice, shout, cry	1363	VOICE	noun
5741	voice, sound, noise	1363	VOICE	noun
5742	thing said			
5743	voice, word	1599	WORD	noun
5744	to throw (stones from a sling)	1456	THROW	verb
5745	sling	387	SLING	noun
5746	to sling stones			
5747	to let, to allow, to leave	1752	LEAVE	verb
5748	to let, to allow	3238	ALLOW	verb
5749	to throw	1456	THROW	verb
5750	to be jealous	2821	JEALOUS	adjective
5751	to envy, be jealous	2821	JEALOUS	adjective
5752	zeal, desire	2960	LONGING (WISH)	noun
5753	be envious, be jealous, be eager	2821	JEALOUS	adjective
5754	to be envious, to envy	40	ENVY	noun
5755	summer	1342	SUMMER	noun
5756	summer; summer fruit	1342	SUMMER	noun
5757	summer crops			
5758	summer; summer fruit; summer harvest	1342	SUMMER	noun
5759	most intensive heat of summer			
5760	summer season; summer crops			
5761	summer before the rains			
5762	spring, summer before rains	1537	SPRINGTIME	noun
5763	to acquire, to possess	3892	ACQUIRE (SOMETHING)	verb
5764	to acquire	3892	ACQUIRE (SOMETHING)	verb
5765	livestock	631	LIVESTOCK	noun
5766	to acquire, buy	3892	ACQUIRE (SOMETHING)	verb
5767	to acquire, possess	3892	ACQUIRE (SOMETHING)	verb
5768	sheep or goats acquired as permanent possession	1331	SHEEP	noun
5769	to gain, to acquire	3892	ACQUIRE (SOMETHING)	verb
5770	acquire	3892	ACQUIRE (SOMETHING)	verb
5771	acquire, buy	1869	BUY	verb
5772	to reign, to rule	1846	RULE	verb
5773	to possess; to dominate	684	OWN	verb
5774	to be skilful, experienced	2218	EXPERIENCED	adjective
5775	warrior, soldier	1941	SOLDIER	noun
5776	capable, efficient, skilled	807	SKILLED	adjective
5777	(pi.) to hasten; to fetch quickly	754	HURRY	verb
5778	skilful, experienced	1824	DEXTEROUS	adjective
5779	skilled, clever	1310	CLEVER	adjective
5780	to be skilled, expert	807	SKILLED	adjective
5781	contingent of bedouin mercenaries			
5782	to teach	709	TEACH	verb
5783	to study	1929	STUDY	verb
5784	to try and do something; to think one can do something			
5785	to make an excuse to go, to run away	2142	RUN AWAY	verb
5786	sly, twofaced			
5787	dowry	3168	DOWRY	noun
5788	dowry, price, brideprice	657	PRICE	noun
5789	bridemoney			
5790	bridal gift, dowry	3168	DOWRY	noun
5791	dowry, nuptial gift	3168	DOWRY	noun
5792	brideprice			
5793	to wipe clean, to erase			
5794	to clean, wipe, erase	2235	CLEAN (SOMETHING)	verb
5795	to wipe clean			
5796	to erase, efface			
5797	uproot, pluck out, tear away			
5798	from	693	FROM	other
5799	from, out of	693	FROM	other
5800	from, out of, from within	693	FROM	other
5801	from, out of, (some) of; with	1340	WITH	other
5802	from; negative of an order; lest; than, than that; when, from the time that	1238	WHEN	other
5803	from, of	693	FROM	other
5804	to hurt, to wound	2411	HURT (SOMEBODY)	verb
5805	(hip.) to strike, to smite	353	STRIKE	verb
5806	to injure, harm	44	INJURE	verb
5807	to be defeated (an enemy)	3535	BE DEFEATED	verb
5808	mischievous person			
5809	to injure, to diminish	44	INJURE	verb
5810	to injure, to hurt, to damage	44	INJURE	verb
5811	to hurt	2411	HURT (SOMEBODY)	verb
5812	self	1993	SELF	other
5813	self, desire, person, gravestone	683	PERSON	noun
5814	breath; soul; life; living being	210	LIFE	noun
5815	soul; person; funeral pyramid	683	PERSON	noun
5816	soul, spirit; self	811	SOUL	noun
5817	soul, life, person, self, etc.	683	PERSON	noun
5818	âme, personne, soimême (soul, person, self)	683	PERSON	noun
5819	to forget, neglect, overlook	1523	FORGET	verb
5820	to be forgotten; forget	1523	FORGET	verb
5821	to forget, leave behind	1523	FORGET	verb
5822	to be raw	1959	RAW	adjective
5823	raw, underdone (meat)	1959	RAW	adjective
5824	to be unsufficiently cooked			
5825	unleavened bread			
5826	raw, uncooked	1959	RAW	adjective
5827	to separate, to distinguish	1359	SEPARATE	verb
5828	(nip.) be treated specially, be excellent			
5829	separate from sucking, wean			
5830	to separate, divide, distinguish	1359	SEPARATE	verb
5831	to spread	38	SPREAD OUT	verb
5832	to extend, to apply a coat of a material			
5833	to spread out	38	SPREAD OUT	verb
5834	to extend			
5835	curtain, covering	2621	CURTAIN	noun
5836	cover, curtain	761	COVER	verb
5837	curtain, flap, sail; covering; carpet; fruit of cedar	2621	CURTAIN	noun
5838	covering; tunic; garment	1895	CLOTHES	noun
5839	to spread over			
5840	a thing that is spread upon the ground			
5841	carpet, mattress	292	RUG	noun
5842	to bear fruit	3054	BEAR FRUIT	verb
5843	to grow, to bear fruit	479	GROW	verb
5844	to be fruitful			
5845	to produce fruit			
5846	to become ripe, to ripen	179	RIPEN	verb
5847	to crumble, to break into small pieces			
5848	to crumble			
5849	a morsel of bread			
5850	to break, to tear off	680	BREAK (DESTROY OR GET DESTROYED)	verb
5851	crumble, break sth into small pieces			
5852	break off a piece, fracture, crush	1520	CRUSH	verb
5853	to give out, appoint a portion			
5854	to force open, to break in			
5855	to crumble bread			
5856	break into small pieces			
5857	to scratch off			
5858	to peel off the bark of a tree			
5859	to peel off			
5860	to practice divination			
5861	to seek divination, to predict			
5862	to foretell, practice divination			
5863	X. to seek to know what was allotted to him by means of divinatory arrows			
5864	décision oraculaire (oracular decision)			
5865	to be short	1645	SHORT	adjective
5866	to be or become short	1579	BE	verb
5867	to enclose with a wall, to blockade, to delimit			
5868	to fall short (in a race), to give short measure			
5869	to fall short, not to keep up; to give short measure			
5870	to send a message			
5871	messenger			
5872	business, work	1086	WORK (ACTIVITY)	verb
5873	to act as a messenger			
5874	schicken (to send)			
5875	to send, to commission	1127	SEND	verb
5876	letter, message; duty, business, service	1612	LETTER	noun
5877	to seduce			
5878	to be simple, inexpert, gullible; (pi.) to seduce	686	EASY	adjective
5879	a youth			
5880	enfant, petit garçon (child, little boy)			
5881	to desire, to love, to covet, to lust for	923	LOVE	verb
5882	to want, wish, desire	1784	WANT	verb
5883	1. to ejaculate; 2. to be fulfilled (a dream)			
5884	to lose (in a game)	3072	MISPLACE	verb
5885	to be wide, broad	1243	WIDE	adjective
5886	wide	1243	WIDE	adjective
5887	open oneself wide; hip: make wide, extensive	1745	HIP	noun
5888	to be spacious, ample			
5889	breadth			
5890	to be wide, broad, large	1202	BIG	adjective
5891	to be wide	1243	WIDE	adjective
5892	to be broad, wide	1243	WIDE	adjective
5893	hunger	1864	HUNGER	noun
5894	hambre (hunger)			
5895	hunger, famine	1864	HUNGER	noun
5896	to embroider			
5897	freckles, spots			
5898	to mark, to variegate a piece of cloth; to write	1672	WRITE	verb
5899	to embroider, make figures on parchment; write	1672	WRITE	verb
5900	spear	945	SPEAR	noun
5901	lance, spear	945	SPEAR	noun
5902	spear, lance	945	SPEAR	noun
5903	lance (?)			
5904	spear, wand	945	SPEAR	noun
5905	wand, arrow	977	ARROW	noun
5906	to heal, to protect	2900	PROTECT	verb
5907	to heal	499	CURE	verb
5908	cure, medication	1372	MEDICINE	noun
5909	to cure, strengthen	499	CURE	verb
5910	to reconcile, to appease, to calm	258	CALM	adjective
5911	concord, tranquility			
5912	safeguard			
5913	schützen (to protect)			
5914	reparator, restitutor (medicus) (repairer, restorer, doctor)	597	PHYSICIAN	noun
5915	to relax	168	REST	verb
5916	to grow slack			
5917	to be lax, slack	2506	LOOSE	adjective
5918	to be glad, satisfied	2192	REJOICE	verb
5919	to take pleasure in, be favourable to someone, be well disposed			
5920	contented, pleasing, willing			
5921	to be pleased, content, satisfied	3967	CONTENT	noun
5922	to please, satisfy	2691	PATERNAL AUNT (FATHER'S SISTER)	noun
5923	plaire à qqn, satisfaire (to please someone, to satisfy)	2691	PATERNAL AUNT (FATHER'S SISTER)	noun
5924	to be acceptable, agreeable			
5925	to be glad, to approve	2192	REJOICE	verb
5926	to run	1519	RUN	verb
5927	to run, compete	1519	RUN	verb
5928	to run, go	1519	RUN	verb
5929	tendon, vein	1924	VEIN	noun
5930	to divide, to separate	1119	DIVIDE	verb
5931	separation, isolation			
5932	alone, disconnected	1964	ALONE	adjective
5933	solitary			
5934	solitude			
5935	(pa.) to disperse, to scatter	3705	SCATTER	verb
5936	to be confounded, disordered; to rush out, spread abroad			
5937	to part one’s legs; to retire, to withdraw; II. to separate, to disperse, to dissipate			
5938	period	508	PERIOD	noun
5939	période (period)			
5940	series, change, fluctuation	1264	CHANGE	verb
5941	to perish, to disappear, to decay	485	DISAPPEAR	verb
5942	to separate, to detach	1359	SEPARATE	verb
5943	to stand up suddenly, to leat to one’s feet; to get up, to rise	1512	RISE (ONESELF)	verb
5944	to separate	1359	SEPARATE	verb
5945	to bring good tidings			
5946	to report, to bring (good) news			
5947	(pi.) to bring good tidings			
5948	(pa.) to bring good tidings			
5949	II. to bring good tidings			
5950	to bring good news			
5951	to be frightened, confused	3858	CONFUSED	adjective
5952	to be horrified, out of one’s senses			
5953	to be frightened, excited	3972	EXCITED	adjective
5954	quiet; leisury, indifferent; quiet, mute; most serene	1314	QUIET	adjective
5955	to cut in pieces			
5956	portion			
5957	childless woman			
5958	to cut, to hit	1432	CUT	verb
5959	to become unarmed			
5960	leafless (tree)			
5961	to divide in two, to split	1437	SPLIT	verb
5962	to divide in two, to split, to separate	1437	SPLIT	verb
5963	to split wood			
5964	to split wood, to cut, to ax; to break one's head open	1432	CUT	verb
5965	to split wood, to cleave, to divide	1119	DIVIDE	verb
5966	to split wood, to quarry rock			
5967	to split wood with an ax			
5968	to tear, to cut	1432	CUT	verb
5969	to stop, cut off, to staunch; to decide; to apportion, to divide a number, a whole	685	DECIDE	verb
5970	secret	1121	SECRET	adjective
5971	to break bread			
5972	to give a clear decision			
5973	to separate; to explain	1359	SEPARATE	verb
5974	to divide	1119	DIVIDE	verb
5975	translated section by section			
5976	to leave, to depart	1752	LEAVE	verb
5977	to state explicitly, to explain	1626	EXPLAIN	verb
5978	wonders			
5979	to withdraw, to separate oneself; (pa.) to express clearly, to state specifically			
5980	to sever, sunder, break	680	BREAK (DESTROY OR GET DESTROYED)	verb
5981	miracle	2541	MIRACLE	noun
5982	to understand, to discern; (aph.) to explain, to instruct	1536	UNDERSTAND	verb
5983	to tear apart	1735	TEAR (SHRED)	verb
5984	to break, to crush, to bruise	1520	CRUSH	verb
5985	boundary wall of field			
5986	to demolish, to destroy	681	DESTROY	verb
5987	to be ruined, to perish	2865	DIE (FROM ACCIDENT)	verb
5988	to collapse, to crumble; to destroy, to break	681	DESTROY	verb
5989	to fall apart, to collapse; to be demolished, destroyed; to be torn down; to be invalid, to be violated			
5990	to demolish, to destroy; to annul (contract), to violate (an agreement)	681	DESTROY	verb
5991	to be demolished			
5992	to mash (potatoes)			
5993	to separate, to distinguish (between true and false)	1359	SEPARATE	verb
5994	to be in litigation			
5995	justice, judgment	1067	JUDGMENT	noun
5996	to part company as enemies			
5997	to cut, to tear; to divide, to detach, to separate	1432	CUT	verb
5998	to clear away(?)			
5999	grapes that have fallen in a vineyard			
6000	to open wide, split	1437	SPLIT	verb
6001	specific statement, particular case			
6002	to split, to breach; to specify	1437	SPLIT	verb
6003	to tear asunder, cleave; to open wide			
6004	to break apart, to separate	1359	SEPARATE	verb
6005	to go before, to precede the people or company of men			
6006	to burst, to break open	3020	BREAK (BREAKING)	verb
6007	to burst (a wound)	3020	BREAK (BREAKING)	verb
6008	to burst	3020	BREAK (BREAKING)	verb
6009	to slip out of one's hands; to go off without one			
6010	border, side	682	SIDE	noun
6011	temple; boundary, border, side, fringe	682	SIDE	noun
6012	side, edge	682	SIDE	noun
6013	brow, forehead	123	FOREHEAD	noun
